"Report_Name","Journal Article Requests"
"Report_ID","IR_A1"
"Release","5"
"Institution_Name","Johnson Matthey"
"Institution_ID","mu-0000036"
"Metric_Types","Total_Item_Requests"
"Report_Filters","Data_Type=Journal|Article; Access_Method=Regular"
"Report_Attributes",""
"Exceptions",""
"Reporting_Period","2018-01-01 to 2018-05-31"
"Created","2018-07-03"
"Created_By","MPS"

"Item","Publisher","Publisher_ID","Platform","Authors","Publication_Date","Article_Version","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Parent_Title","Parent_Data_Type","Parent_DOI","Parent_Proprietary_ID","Parent_ISBN","Parent_Print_ISSN","Parent_Online_ISSN","Parent_URI","Metric_Type","Reporting_Period_Total","Jan-2018","Feb-2018","Mar-2018","Apr-2018","May-2018"
"Synthesis of 3-(((2,3-dihydrobenzofuran-3-yl)methyl)sulfonyl) coumarins through the reaction of 2-(allyloxy)anilines, sulfur dioxide, and aryl propiolates","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c7qo00787f","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","0","0","0","0","0","0"
"Improved synthesis of 14-hydroxy opioid pharmaceuticals and intermediates","","","rsc.org","Royal Society of Chemistry","2012","","10.1039/c2ra21693k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Solvent extraction of aromatic components from petroleum derived fuels: a perspective review","","","rsc.org","Royal Society of Chemistry","2013","","10.1039/c3ra00145h","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Concurrent formation of furan-2,5- and furan-2,4-dicarboxylic acid: unexpected aspects of the Henkel reaction","","","rsc.org","Royal Society of Chemistry","2013","","10.1039/c3ra42457j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Amylamine stabilized platinum(0) nanoparticles: active and reusable nanocatalyst in the room temperature dehydrogenation of dimethylamine-borane","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c3ra43701a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","2"
"Thermal-runaway experiments on consumer Li-ion batteries with metal-oxide and olivin-type cathodes","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c3ra45748f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Electrochemical Li+ insertion capabilities of Na4-x  Co3(PO4)2P2O7 and its application to novel hybrid-ion batteries","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c3ra45836a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"High-performance electrodes for reversible solid oxide fuel cell/solid oxide electrolysis cell: Ni–Co dispersed ceria hydrogen electrodes","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c3ra47089j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Evolution of excitation wavelength dependent photoluminescence in nano-CeO2 dispersed ferroelectric liquid crystals","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c3ra47225f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Lithium iron(ii) pyrophosphate as a cathode material: structure and transport studies","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c4ra00014e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","2"
"Entrapping electrode materials within ultrathin carbon nanotube network for flexible thin film lithium ion batteries","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c4ra01876a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Temperature assisted acid catalyzed peptization of TiO2; facile sol–gel approach for thermally stable anatase phase","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c4ra01939c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","3","0","0","0","0","3"
"Recycling textiles: the use of ionic liquids in the separation of cotton polyester blends","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c4ra04306e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Size dependence of the lattice parameters of carbon supported platinum nanoparticles: X-ray diffraction analysis and theoretical considerations","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c4ra04809a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Nonstoichiometric calcium pyrophosphate: a highly efficient and selective catalyst for dehydration of lactic acid to acrylic acid","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c4ra06429a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Solid Lewis acidity of boehmite ?-AlO(OH) and its catalytic activity for transformation of sugars in water","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c4ra08061k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Nitrogen-modified activated carbon supported bimetallic gold–cesium(i) as highly active and stable catalyst for the hydrochlorination of acetylene","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c4ra11654b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"PDMS membranes with tunable gas permeability for microfluidic applications","","","rsc.org","Royal Society of Chemistry","2014","","10.1039/c4ra12934b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Pt nanoparticles on tin oxide based support as a beneficial catalyst for oxygen reduction in alkaline solutions","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c4ra13391a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","2"
"An Au–Cu bimetal catalyst for acetylene hydrochlorination with renewable ?-Al2O3 as the support","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c4ra13648a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Facile reduction of aromatic nitro compounds to aromatic amines catalysed by support-free nanoporous silver","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra01649e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","4","0","0","0","0","4"
"Selective oxidation of uronic acids into aldaric acids over gold catalyst","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra01802a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Electrically conductive polymers and composites for biomedical applications","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra01851j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","2"
"Water-based synthesis of zeolitic imidazolate framework-8 with high morphology level at room temperature","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra04033g","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Room-temperature synthetic NiFe layered double hydroxide with different anions intercalation as an excellent oxygen evolution catalyst","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra05558j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Efficient Au0/C catalyst synthesized by a new method for acetylene hydrochlorination","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra06552f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Self-assembly oxygen sensing thin film based on a Ru(ii) complex covalently grafted to porous anodized alumina oxide (AAO) templates","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra07809a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Preparation and application of cobalt oxide nanostructures as electrode materials for electrochemical supercapacitors","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra09060a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Two-dimensional porous ?-AlOOH and ?-Al2O3 nanosheets: hydrothermal synthesis, formation mechanism and catalytic performance","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra09772j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"A review of the structures of oxide glasses by Raman spectroscopy","","","rsc.org","Royal Society of Chemistry","2015","","10.1039/c5ra13043c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Electrical transport and mechanical properties of thermoelectric tin selenide","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c5ra23742d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Self-assembled nanospheres for encapsulation and aerosolization of rifampicin","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c5ra25044g","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Analysis of the effect of biofouling distribution on electricity output in microbial fuel cells","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6ra02369j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Electrospun Pd-doped mesoporous carbon nano fibres as catalysts for rechargeable Li–O2 batteries","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6ra09721a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Organic corrosion inhibitors for aluminium and its alloys in acid solutions: a review","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6ra11818f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Recovery of cobalt from spent lithium ion batteries using sulphuric acid leaching followed by solid–liquid separation and solvent extraction","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6ra16801a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"An overview on dry reforming of methane: strategies to reduce carbonaceous deactivation of catalysts","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6ra20450c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Reducing Li-diffusion pathways via “adherence” of ultra-small nanocrystals of LiFePO4 on few-layer nanoporous holey-graphene sheets for achieving high rate capability","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6ra20778b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Highly porous ceramics based on ultralong hydroxyapatite nanowires","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6ra20984j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"A thermal behavior and kinetics study of the catalytic pyrolysis of lignin","","","rsc.org","Royal Society of Chemistry","2016","","10.1039/c6ra22967k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Electrochemical study on the corrosion behavior of Ti3SiC2 in 3.5% NaCl solution","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c6ra26239b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","2"
"Effects of macropores on reducing internal diffusion limitations in Fischer–Tropsch synthesis using a hierarchical cobalt catalyst","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c6ra27166a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","1"
"Synthesis, characterization and immobilization of N-doped TiO2 catalysts by a reformed polymeric precursor method","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c6ra27187a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Enhanced activity of CuO/K2CO3/MgAl2O4 catalyst for lean NO  x   storage and reduction at high temperatures","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c7ra03200e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
"Effect of an improved gas diffusion cathode on carbamazepine removal using the electro-Fenton process","","","rsc.org","Royal Society of Chemistry","2017","","10.1039/c7ra03793g","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","0","0","0","0","0","0"
