"Report_Name","Journal Article Requests"
"Report_ID","IR_A1"
"Release","5"
"Institution_Name","Stanford University"
"Institution_ID","rsc:2472"
"Metric_Types","Total_Item_Requests"
"Report_Filters","Data_Type=Journal|Article; Section_Type=Article; Access_Method=Regular"
"Report_Attributes",""
"Exceptions",""
"Reporting_Period","Begin_Date=2018-01-01; End_Date=2018-06-30"
"Created","2018-08-22"
"Created_By","MPS"

"Item","Publisher","Publisher_ID","Platform","Authors","Publication_Date","Article_Version","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Parent_Title","Parent_Data_Type","Parent_DOI","Parent_Proprietary_ID","Parent_ISBN","Parent_Print_ISSN","Parent_Online_ISSN","Parent_URI","Metric_Type","Reporting_Period_Total","Jan-2018","Feb-2018","Mar-2018","Apr-2018","May-2018","Jun-2018"
"Aerobic oxidation of 1,10-phenanthroline to phen-dione catalyzed by copper(ii) complexes of a benzimidazolyl Schiff base","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra03651d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Experimental and theoretical studies on the mechanism for chemical oxidation of multiwalled carbon nanotubes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra03881a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Gold nanoparticle-decorated MoS2 nanosheets for simultaneous detection of ascorbic acid, dopamine and uric acid","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra04046e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Specific and photostable rhodamine-based tracker for 3D video imaging of single acidic organelles","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra04091k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Enhanced electrocatalytic activities of pulse-mode potentiostatic electrodeposited single-crystal, fern-like Pt nanorods","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra04153d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Effects of atomic Ag on AgBr photocatalyst surfaces: a theoretical survey","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra04228j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Ruthenium complexes as precursors for chemical vapor-deposition (CVD)","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra04701j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Simple hydrothermal synthesis method for tailoring the physicochemical properties of ZnO: morphology, surface area and polarity","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra05002a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Synthesis of novel chiral l-leucine grafted PEDOT derivatives with excellent electrochromic performances","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra05075d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Ion effects in water oxidation to hydrogen peroxide","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra05296j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Synthesis and optical properties of emission-tunable PbS/CdS core–shell quantum dots for in vivo fluorescence imaging in the second near-infrared window","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra06098a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Strain engineering of WS2, WSe2, and WTe2","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra06378c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"What does the HOMA index really measure?","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra06652a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Host–guest complexation between 1,4-dipropoxypillar[5]arene and imidazolium-based ionic liquids","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra06784c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","3","0","0","0","0","0","3"
"Salt-confinement enables production of nitrogen-doped porous carbons in an air oven","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra06886f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","3","0","0","0","0","0","3"
"Recent advances in porous graphene materials for supercapacitor applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra07869a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Classification study of solvation free energies of organic molecules using machine learning techniques","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra07961b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Ring-opening metathesis polymerization using polyisobutylene supported Grubbs second-generation catalyst","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra08046g","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Coupled self-assembled monolayer for enhancement of Cu diffusion barrier and adhesion properties","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra08134j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"ZnSe/CdS/CdSe triple-sensitized ZnO nanowire arrays for multi-bandgap photoelectrochemical hydrogen generation","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra08335k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Antioxidant activity of fraxetin and its regeneration in aqueous media. A density functional theory study","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra08394f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Fabrication of a novel magnetic yolk–shell Fe3O4@mTiO2@mSiO2 nanocomposite for selective enrichment of endogenous phosphopeptides from a complex sample","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra08692a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Diazo group as a new chemical reporter for bioorthogonal labelling of biomolecules","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra08861a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Systematic investigation of quinoxaline derivatization of sialic acids and their quantitation applicability using high performance liquid chromatography","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra08930h","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Homogeneous growth of conducting polymer nanofibers by electrodeposition for superhydrophobic and superoleophilic stainless steel meshes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra08938c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"The effect of epoxy–silicone copolymer content on the thermal and mechanical properties of cured epoxy resin modified with siloxane","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra09230a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Characterization of chain conformations in perfluorosulfonic acid membranes using electron energy loss spectroscopy","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra10012c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Nanomaterials-based electrochemical detection of chemical contaminants","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra10399h","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Synthesis of Er3+/Yb3+ codoped NaMnF3 nanocubes with single-band red upconversion luminescence","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra10723c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Highly portable fluorescent turn-on sensor for sulfide anions based on silicon nanowires","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra10963e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Crystal structure, stability and Ago2 affinity of phosphorodithioate-modified RNAs","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra10986d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Structure and growth mechanism of self-assembled monolayers of metal protoporphyrins and octacarboxylphthalocyanine on silicon dioxide","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra11285g","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Study of electronic properties, stabilities and magnetic quenching of molybdenum-doped germanium clusters: a density functional investigation","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra11825a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Synthesis and properties of molybdenum disulphide: from bulk to atomic layers","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra11852a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","4","0","0","0","0","0","4"
"Understanding the pathway of antibacterial activity of copper oxide nanoparticles","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra12163e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"A three-dimensional co-culture of HepG2 spheroids and fibroblasts using double-layered fibrous scaffolds incorporated with hydrogel micropatterns","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra12269k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Flexible organic field-effect transistors on biodegradable cellulose paper with efficient reusable ion gel dielectrics","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra13240h","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Free radicals, natural antioxidants, and their reaction mechanisms","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra13315c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","8","0","0","0","0","0","8"
"Perovskite solar cell with low cost Cu-phthalocyanine as hole transporting material","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra14321c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Electroless deposition of iridium oxide nanoparticles promoted by condensation of [Ir(OH)6]2- on an anodized Au surface: application to electrocatalysis of the oxygen evolution reaction","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra14392b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Review on carbon-based composite materials for capacitive deionization","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra14447c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Intumescent multilayer hybrid coating for flame retardant cotton fabrics based on layer-by-layer assembly and sol–gel process","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra14943b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Concentration dependent ratiometric turn-on selective fluorescence detection of picric acid in aqueous and non-aqueous media","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c4ra15207g","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","3","0","0","0","0","0","3"
